year,state,state_po,county_name,candidate,party,candidatevotes,totalvotes,percentile
2016,IOWA,IA,CLAY,HILLARY CLINTON,DEMOCRAT,2249,8617,0.260995706
2020,IOWA,IA,CLAY,DONALD J TRUMP,REPUBLICAN,2741,8969,0.305608206
2020,IOWA,IA,CLAY,DONALD J TRUMP,REPUBLICAN,3417,8969,0.380978927
2020,IOWA,IA,CLAY,JOSEPH R BIDEN JR,DEMOCRAT,489,8969,0.054521128
2020,IOWA,IA,CLAY,JOSEPH R BIDEN JR,DEMOCRAT,2173,8969,0.242278961
2016,IOWA,IA,CLAYTON,DONALD TRUMP,REPUBLICAN,5317,9129,0.58242962
2016,IOWA,IA,CLAYTON,HILLARY CLINTON,DEMOCRAT,3237,9129,0.354584292
2020,IOWA,IA,CLAYTON,DONALD J TRUMP,REPUBLICAN,2271,9594,0.236710444
2020,IOWA,IA,CLAYTON,DONALD J TRUMP,REPUBLICAN,3848,9594,0.401084011
2020,IOWA,IA,CLAYTON,JOSEPH R BIDEN JR,DEMOCRAT,945,9594,0.098499062
2020,IOWA,IA,CLAYTON,JOSEPH R BIDEN JR,DEMOCRAT,2395,9594,0.249635189
2016,IOWA,IA,CLINTON,DONALD TRUMP,REPUBLICAN,11276,23067,0.488836867
2016,IOWA,IA,CLINTON,HILLARY CLINTON,DEMOCRAT,10095,23067,0.437638184
2020,IOWA,IA,CLINTON,DONALD J TRUMP,REPUBLICAN,6468,24687,0.262000243
2020,IOWA,IA,CLINTON,DONALD J TRUMP,REPUBLICAN,6942,24687,0.281200632
2020,IOWA,IA,CLINTON,JOSEPH R BIDEN JR,DEMOCRAT,2041,24687,0.082675092
2020,IOWA,IA,CLINTON,JOSEPH R BIDEN JR,DEMOCRAT,8771,24687,0.355288208
2016,IOWA,IA,CRAWFORD,DONALD TRUMP,REPUBLICAN,4617,6935,0.665753425
2016,IOWA,IA,CRAWFORD,HILLARY CLINTON,DEMOCRAT,1991,6935,0.287094448
2020,IOWA,IA,CRAWFORD,DONALD J TRUMP,REPUBLICAN,2379,7154,0.332541236
2020,IOWA,IA,CRAWFORD,DONALD J TRUMP,REPUBLICAN,2483,7154,0.347078557
2020,IOWA,IA,CRAWFORD,JOSEPH R BIDEN JR,DEMOCRAT,600,7154,0.083869164
2020,IOWA,IA,CRAWFORD,JOSEPH R BIDEN JR,DEMOCRAT,1620,7154,0.226446743
2016,IOWA,IA,DALLAS,DONALD TRUMP,REPUBLICAN,19339,38252,0.505568336
2016,IOWA,IA,DALLAS,HILLARY CLINTON,DEMOCRAT,15701,38252,0.410462198
2020,IOWA,IA,DALLAS,DONALD J TRUMP,REPUBLICAN,13790,56022,0.246153297
2020,IOWA,IA,DALLAS,DONALD J TRUMP,REPUBLICAN,14372,56022,0.256542073
2020,IOWA,IA,DALLAS,JOSEPH R BIDEN JR,DEMOCRAT,6844,56022,0.122166292
2020,IOWA,IA,DALLAS,JOSEPH R BIDEN JR,DEMOCRAT,20035,56022,0.357627361
2016,IOWA,IA,DAVIS,DONALD TRUMP,REPUBLICAN,2723,3882,0.701442555
2016,IOWA,IA,DAVIS,HILLARY CLINTON,DEMOCRAT,977,3882,0.251674395
2020,IOWA,IA,DAVIS,DONALD J TRUMP,REPUBLICAN,1373,4102,0.334714773
2020,IOWA,IA,DAVIS,DONALD J TRUMP,REPUBLICAN,1662,4102,0.405168211
2020,IOWA,IA,DAVIS,JOSEPH R BIDEN JR,DEMOCRAT,237,4102,0.057776694
2020,IOWA,IA,DAVIS,JOSEPH R BIDEN JR,DEMOCRAT,776,4102,0.189176012
2016,IOWA,IA,DECATUR,DONALD TRUMP,REPUBLICAN,2296,3734,0.614890198
2016,IOWA,IA,DECATUR,HILLARY CLINTON,DEMOCRAT,1201,3734,0.321638993
2020,IOWA,IA,DECATUR,DONALD J TRUMP,REPUBLICAN,893,3804,0.234752892
2020,IOWA,IA,DECATUR,DONALD J TRUMP,REPUBLICAN,1725,3804,0.453470032
2020,IOWA,IA,DECATUR,JOSEPH R BIDEN JR,DEMOCRAT,367,3804,0.096477392
2020,IOWA,IA,DECATUR,JOSEPH R BIDEN JR,DEMOCRAT,753,3804,0.197949527
2016,IOWA,IA,DELAWARE,DONALD TRUMP,REPUBLICAN,5694,9241,0.616167081
2016,IOWA,IA,DELAWARE,HILLARY CLINTON,DEMOCRAT,2957,9241,0.319987014
2020,IOWA,IA,DELAWARE,DONALD J TRUMP,REPUBLICAN,2613,10003,0.261221634
2020,IOWA,IA,DELAWARE,DONALD J TRUMP,REPUBLICAN,4075,10003,0.407377787
2020,IOWA,IA,DELAWARE,JOSEPH R BIDEN JR,DEMOCRAT,1014,10003,0.101369589
2020,IOWA,IA,DELAWARE,JOSEPH R BIDEN JR,DEMOCRAT,2143,10003,0.214235729
2016,IOWA,IA,DES MOINES,DONALD TRUMP,REPUBLICAN,9529,19103,0.498822175
2016,IOWA,IA,DES MOINES,HILLARY CLINTON,DEMOCRAT,8212,19103,0.429880124
2020,IOWA,IA,DES MOINES,DONALD J TRUMP,REPUBLICAN,5136,19956,0.257366206
2020,IOWA,IA,DES MOINES,DONALD J TRUMP,REPUBLICAN,5506,19956,0.275906995
2020,IOWA,IA,DES MOINES,JOSEPH R BIDEN JR,DEMOCRAT,1869,19956,0.093656043
2020,IOWA,IA,DES MOINES,JOSEPH R BIDEN JR,DEMOCRAT,7024,19956,0.351974344
2016,IOWA,IA,DICKINSON,DONALD TRUMP,REPUBLICAN,6753,10354,0.652211706
2016,IOWA,IA,DICKINSON,HILLARY CLINTON,DEMOCRAT,3056,10354,0.295151632
2020,IOWA,IA,DICKINSON,DONALD J TRUMP,REPUBLICAN,2679,11244,0.238260406
2020,IOWA,IA,DICKINSON,DONALD J TRUMP,REPUBLICAN,4773,11244,0.424493063
2020,IOWA,IA,DICKINSON,JOSEPH R BIDEN JR,DEMOCRAT,637,11244,0.056652437
2020,IOWA,IA,DICKINSON,JOSEPH R BIDEN JR,DEMOCRAT,3024,11244,0.268943436
2016,IOWA,IA,DUBUQUE,DONALD TRUMP,REPUBLICAN,23460,49721,0.471832827
2016,IOWA,IA,DUBUQUE,HILLARY CLINTON,DEMOCRAT,22850,49721,0.459564369
2020,IOWA,IA,DUBUQUE,DONALD J TRUMP,REPUBLICAN,13152,53926,0.243889775
2020,IOWA,IA,DUBUQUE,DONALD J TRUMP,REPUBLICAN,14206,53926,0.263435078
2020,IOWA,IA,DUBUQUE,JOSEPH R BIDEN JR,DEMOCRAT,4970,53926,0.092163335
2020,IOWA,IA,DUBUQUE,JOSEPH R BIDEN JR,DEMOCRAT,20687,53926,0.383618292
2016,IOWA,IA,EMMET,DONALD TRUMP,REPUBLICAN,3124,4753,0.657269093
2016,IOWA,IA,EMMET,HILLARY CLINTON,DEMOCRAT,1357,4753,0.285503892
2020,IOWA,IA,EMMET,DONALD J TRUMP,REPUBLICAN,1445,4853,0.297753967
2020,IOWA,IA,EMMET,DONALD J TRUMP,REPUBLICAN,1823,4853,0.375643932
2020,IOWA,IA,EMMET,JOSEPH R BIDEN JR,DEMOCRAT,372,4853,0.076653616
2020,IOWA,IA,EMMET,JOSEPH R BIDEN JR,DEMOCRAT,1148,4853,0.236554708
2016,IOWA,IA,FAYETTE,DONALD TRUMP,REPUBLICAN,5620,9975,0.563408521
2016,IOWA,IA,FAYETTE,HILLARY CLINTON,DEMOCRAT,3689,9975,0.369824561
2020,IOWA,IA,FAYETTE,DONALD J TRUMP,REPUBLICAN,2553,10186,0.250638131
2020,IOWA,IA,FAYETTE,DONALD J TRUMP,REPUBLICAN,3621,10186,0.355487925
2020,IOWA,IA,FAYETTE,JOSEPH R BIDEN JR,DEMOCRAT,1046,10186,0.102689967
2020,IOWA,IA,FAYETTE,JOSEPH R BIDEN JR,DEMOCRAT,2789,10186,0.273807186
2016,IOWA,IA,FLOYD,DONALD TRUMP,REPUBLICAN,4375,8060,0.54280397
2016,IOWA,IA,FLOYD,HILLARY CLINTON,DEMOCRAT,3179,8060,0.394416873
2020,IOWA,IA,FLOYD,DONALD J TRUMP,REPUBLICAN,2195,8032,0.273281873
2020,IOWA,IA,FLOYD,DONALD J TRUMP,REPUBLICAN,2552,8032,0.317729084
2020,IOWA,IA,FLOYD,JOSEPH R BIDEN JR,DEMOCRAT,781,8032,0.097236056
2020,IOWA,IA,FLOYD,JOSEPH R BIDEN JR,DEMOCRAT,2391,8032,0.297684263
2016,IOWA,IA,FRANKLIN,DONALD TRUMP,REPUBLICAN,3163,4968,0.636674718
2016,IOWA,IA,FRANKLIN,HILLARY CLINTON,DEMOCRAT,1493,4968,0.300523349
2020,IOWA,IA,FRANKLIN,DONALD J TRUMP,REPUBLICAN,1437,5130,0.280116959
2020,IOWA,IA,FRANKLIN,DONALD J TRUMP,REPUBLICAN,1996,5130,0.389083821
2020,IOWA,IA,FRANKLIN,JOSEPH R BIDEN JR,DEMOCRAT,569,5130,0.110916179
2020,IOWA,IA,FRANKLIN,JOSEPH R BIDEN JR,DEMOCRAT,1057,5130,0.206042885
2016,IOWA,IA,FREMONT,DONALD TRUMP,REPUBLICAN,2407,3595,0.669541029
2016,IOWA,IA,FREMONT,HILLARY CLINTON,DEMOCRAT,963,3595,0.267872045
2020,IOWA,IA,FREMONT,DONALD J TRUMP,REPUBLICAN,1257,3857,0.325900959
2020,IOWA,IA,FREMONT,DONALD J TRUMP,REPUBLICAN,1460,3857,0.378532538
2020,IOWA,IA,FREMONT,JOSEPH R BIDEN JR,DEMOCRAT,319,3857,0.082706767
2020,IOWA,IA,FREMONT,JOSEPH R BIDEN JR,DEMOCRAT,761,3857,0.197303604
2016,IOWA,IA,GREENE,DONALD TRUMP,REPUBLICAN,2820,4821,0.584940884
2016,IOWA,IA,GREENE,HILLARY CLINTON,DEMOCRAT,1691,4821,0.350757104
2020,IOWA,IA,GREENE,DONALD J TRUMP,REPUBLICAN,1570,5057,0.310460747
2020,IOWA,IA,GREENE,DONALD J TRUMP,REPUBLICAN,1659,5057,0.328060115
2020,IOWA,IA,GREENE,JOSEPH R BIDEN JR,DEMOCRAT,315,5057,0.062289895
2020,IOWA,IA,GREENE,JOSEPH R BIDEN JR,DEMOCRAT,1454,5057,0.287522246
2016,IOWA,IA,GRUNDY,DONALD TRUMP,REPUBLICAN,4527,6872,0.658760186
2016,IOWA,IA,GRUNDY,HILLARY CLINTON,DEMOCRAT,1856,6872,0.27008149
2020,IOWA,IA,GRUNDY,DONALD J TRUMP,REPUBLICAN,1876,7276,0.257833975
2020,IOWA,IA,GRUNDY,DONALD J TRUMP,REPUBLICAN,3069,7276,0.421797691
2020,IOWA,IA,GRUNDY,JOSEPH R BIDEN JR,DEMOCRAT,777,7276,0.106789445
2020,IOWA,IA,GRUNDY,JOSEPH R BIDEN JR,DEMOCRAT,1429,7276,0.19639912
2016,IOWA,IA,GUTHRIE,DONALD TRUMP,REPUBLICAN,3628,5750,0.630956522
2016,IOWA,IA,GUTHRIE,HILLARY CLINTON,DEMOCRAT,1732,5750,0.301217391
2020,IOWA,IA,GUTHRIE,DONALD J TRUMP,REPUBLICAN,1839,6371,0.288651703
2020,IOWA,IA,GUTHRIE,DONALD J TRUMP,REPUBLICAN,2441,6371,0.383142364
2020,IOWA,IA,GUTHRIE,JOSEPH R BIDEN JR,DEMOCRAT,555,6371,0.087113483
2020,IOWA,IA,GUTHRIE,JOSEPH R BIDEN JR,DEMOCRAT,1430,6371,0.22445456
2016,IOWA,IA,HAMILTON,DONALD TRUMP,REPUBLICAN,4463,7694,0.580062386
2016,IOWA,IA,HAMILTON,HILLARY CLINTON,DEMOCRAT,2726,7694,0.354302054
2020,IOWA,IA,HAMILTON,DONALD J TRUMP,REPUBLICAN,2457,7943,0.309328969
2020,IOWA,IA,HAMILTON,DONALD J TRUMP,REPUBLICAN,2525,7943,0.317889966
2020,IOWA,IA,HAMILTON,JOSEPH R BIDEN JR,DEMOCRAT,691,7943,0.086994838
2020,IOWA,IA,HAMILTON,JOSEPH R BIDEN JR,DEMOCRAT,2152,7943,0.270930379
2016,IOWA,IA,HANCOCK,DONALD TRUMP,REPUBLICAN,3977,5871,0.677397377
2016,IOWA,IA,HANCOCK,HILLARY CLINTON,DEMOCRAT,1587,5871,0.270311702
2020,IOWA,IA,HANCOCK,DONALD J TRUMP,REPUBLICAN,1709,6172,0.276895658
2020,IOWA,IA,HANCOCK,DONALD J TRUMP,REPUBLICAN,2692,6172,0.436163318
2020,IOWA,IA,HANCOCK,JOSEPH R BIDEN JR,DEMOCRAT,538,6172,0.087167855
2020,IOWA,IA,HANCOCK,JOSEPH R BIDEN JR,DEMOCRAT,1145,6172,0.18551523
2016,IOWA,IA,HARDIN,DONALD TRUMP,REPUBLICAN,5254,8533,0.615727177
2016,IOWA,IA,HARDIN,HILLARY CLINTON,DEMOCRAT,2787,8533,0.326614321
2020,IOWA,IA,HARDIN,DONALD J TRUMP,REPUBLICAN,2655,8989,0.295360997
2020,IOWA,IA,HARDIN,DONALD J TRUMP,REPUBLICAN,3209,8989,0.356991879
2020,IOWA,IA,HARDIN,JOSEPH R BIDEN JR,DEMOCRAT,819,8989,0.091111358
2020,IOWA,IA,HARDIN,JOSEPH R BIDEN JR,DEMOCRAT,2157,8989,0.239959951
2016,IOWA,IA,HARRISON,DONALD TRUMP,REPUBLICAN,4902,7465,0.656664434
2016,IOWA,IA,HARRISON,HILLARY CLINTON,DEMOCRAT,2131,7465,0.285465506
2020,IOWA,IA,HARRISON,DONALD J TRUMP,REPUBLICAN,2276,8155,0.279092581
2020,IOWA,IA,HARRISON,DONALD J TRUMP,REPUBLICAN,3304,8155,0.405150215
2020,IOWA,IA,HARRISON,JOSEPH R BIDEN JR,DEMOCRAT,769,8155,0.094297977
2020,IOWA,IA,HARRISON,JOSEPH R BIDEN JR,DEMOCRAT,1671,8155,0.204904966
2016,IOWA,IA,HENRY,DONALD TRUMP,REPUBLICAN,5779,9404,0.614525734
2016,IOWA,IA,HENRY,HILLARY CLINTON,DEMOCRAT,2904,9404,0.308804764
2020,IOWA,IA,HENRY,DONALD J TRUMP,REPUBLICAN,2849,9982,0.285413745
2020,IOWA,IA,HENRY,DONALD J TRUMP,REPUBLICAN,3676,9982,0.368262873
2020,IOWA,IA,HENRY,JOSEPH R BIDEN JR,DEMOCRAT,684,9982,0.068523342
2020,IOWA,IA,HENRY,JOSEPH R BIDEN JR,DEMOCRAT,2591,9982,0.259567221
2016,IOWA,IA,HOWARD,DONALD TRUMP,REPUBLICAN,2611,4559,0.572713314
2016,IOWA,IA,HOWARD,HILLARY CLINTON,DEMOCRAT,1677,4559,0.367843825
2020,IOWA,IA,HOWARD,DONALD J TRUMP,REPUBLICAN,1224,4958,0.246873739
2020,IOWA,IA,HOWARD,DONALD J TRUMP,REPUBLICAN,1909,4958,0.385034288
2020,IOWA,IA,HOWARD,JOSEPH R BIDEN JR,DEMOCRAT,487,4958,0.098225091
2020,IOWA,IA,HOWARD,JOSEPH R BIDEN JR,DEMOCRAT,1285,4958,0.259177088
2016,IOWA,IA,HUMBOLDT,DONALD TRUMP,REPUBLICAN,3568,5087,0.701395715
2016,IOWA,IA,HUMBOLDT,HILLARY CLINTON,DEMOCRAT,1252,5087,0.246117555
2020,IOWA,IA,HUMBOLDT,DONALD J TRUMP,REPUBLICAN,1751,5327,0.328702835
2020,IOWA,IA,HUMBOLDT,DONALD J TRUMP,REPUBLICAN,2074,5327,0.389337338
2020,IOWA,IA,HUMBOLDT,JOSEPH R BIDEN JR,DEMOCRAT,371,5327,0.069645204
2020,IOWA,IA,HUMBOLDT,JOSEPH R BIDEN JR,DEMOCRAT,1071,5327,0.201051248
2016,IOWA,IA,IDA,DONALD TRUMP,REPUBLICAN,2655,3612,0.735049834
2016,IOWA,IA,IDA,HILLARY CLINTON,DEMOCRAT,792,3612,0.219269103
2020,IOWA,IA,IDA,DONALD J TRUMP,REPUBLICAN,1236,3849,0.321122369
2020,IOWA,IA,IDA,DONALD J TRUMP,REPUBLICAN,1649,3849,0.428422967
2020,IOWA,IA,IDA,JOSEPH R BIDEN JR,DEMOCRAT,292,3849,0.075863861
2020,IOWA,IA,IDA,JOSEPH R BIDEN JR,DEMOCRAT,625,3849,0.162379839
2016,IOWA,IA,IOWA,DONALD TRUMP,REPUBLICAN,5205,8904,0.584568733
2016,IOWA,IA,IOWA,HILLARY CLINTON,DEMOCRAT,3084,8904,0.346361186
2020,IOWA,IA,IOWA,DONALD J TRUMP,REPUBLICAN,2841,9742,0.291623897
2020,IOWA,IA,IOWA,DONALD J TRUMP,REPUBLICAN,3194,9742,0.327858756
2020,IOWA,IA,IOWA,JOSEPH R BIDEN JR,DEMOCRAT,936,9742,0.096078834
2020,IOWA,IA,IOWA,JOSEPH R BIDEN JR,DEMOCRAT,2611,9742,0.268014781
2016,IOWA,IA,JACKSON,DONALD TRUMP,REPUBLICAN,5824,10310,0.564888458
2016,IOWA,IA,JACKSON,HILLARY CLINTON,DEMOCRAT,3837,10310,0.372162949
2020,IOWA,IA,JACKSON,DONALD J TRUMP,REPUBLICAN,3077,11135,0.276335878
2020,IOWA,IA,JACKSON,DONALD J TRUMP,REPUBLICAN,3880,11135,0.348450831
2020,IOWA,IA,JACKSON,JOSEPH R BIDEN JR,DEMOCRAT,949,11135,0.085226762
2020,IOWA,IA,JACKSON,JOSEPH R BIDEN JR,DEMOCRAT,3080,11135,0.276605299
2016,IOWA,IA,JASPER,DONALD TRUMP,REPUBLICAN,10560,19034,0.55479668
2016,IOWA,IA,JASPER,HILLARY CLINTON,DEMOCRAT,7109,19034,0.373489545
2020,IOWA,IA,JASPER,DONALD J TRUMP,REPUBLICAN,5054,20184,0.250396354
2020,IOWA,IA,JASPER,DONALD J TRUMP,REPUBLICAN,7071,20184,0.350326992
2020,IOWA,IA,JASPER,JOSEPH R BIDEN JR,DEMOCRAT,1996,20184,0.09889021
2020,IOWA,IA,JASPER,JOSEPH R BIDEN JR,DEMOCRAT,5741,20184,0.284433214
2016,IOWA,IA,JEFFERSON,DONALD TRUMP,REPUBLICAN,3748,8156,0.45953899
2016,IOWA,IA,JEFFERSON,HILLARY CLINTON,DEMOCRAT,3710,8156,0.454879843
2020,IOWA,IA,JEFFERSON,DONALD J TRUMP,REPUBLICAN,2209,8959,0.246567697
2020,IOWA,IA,JEFFERSON,DONALD J TRUMP,REPUBLICAN,2267,8959,0.253041634
2020,IOWA,IA,JEFFERSON,JOSEPH R BIDEN JR,DEMOCRAT,526,8959,0.05871191
2020,IOWA,IA,JEFFERSON,JOSEPH R BIDEN JR,DEMOCRAT,3793,8959,0.423373144
2016,IOWA,IA,JOHNSON,DONALD TRUMP,REPUBLICAN,21044,76940,0.273511827
2016,IOWA,IA,JOHNSON,HILLARY CLINTON,DEMOCRAT,50200,76940,0.65245646
2020,IOWA,IA,JOHNSON,DONALD J TRUMP,REPUBLICAN,11179,83851,0.133319817
2020,IOWA,IA,JOHNSON,DONALD J TRUMP,REPUBLICAN,12027,83851,0.143432994
2020,IOWA,IA,JOHNSON,JOSEPH R BIDEN JR,DEMOCRAT,10513,83851,0.125377157
2020,IOWA,IA,JOHNSON,JOSEPH R BIDEN JR,DEMOCRAT,48664,83851,0.580362786
2016,IOWA,IA,JONES,DONALD TRUMP,REPUBLICAN,5720,10133,0.564492253
2016,IOWA,IA,JONES,HILLARY CLINTON,DEMOCRAT,3787,10133,0.373729399
2020,IOWA,IA,JONES,DONALD J TRUMP,REPUBLICAN,2782,10989,0.253162253
2020,IOWA,IA,JONES,DONALD J TRUMP,REPUBLICAN,3814,10989,0.347074347
2020,IOWA,IA,JONES,JOSEPH R BIDEN JR,DEMOCRAT,1068,10989,0.097188097
2020,IOWA,IA,JONES,JOSEPH R BIDEN JR,DEMOCRAT,3145,10989,0.286195286
2016,IOWA,IA,KEOKUK,DONALD TRUMP,REPUBLICAN,3390,4985,0.68004012
2016,IOWA,IA,KEOKUK,HILLARY CLINTON,DEMOCRAT,1342,4985,0.269207623
2020,IOWA,IA,KEOKUK,DONALD J TRUMP,REPUBLICAN,1384,5303,0.260984348
2020,IOWA,IA,KEOKUK,DONALD J TRUMP,REPUBLICAN,2425,5303,0.457288327
2020,IOWA,IA,KEOKUK,JOSEPH R BIDEN JR,DEMOCRAT,463,5303,0.08730907
2020,IOWA,IA,KEOKUK,JOSEPH R BIDEN JR,DEMOCRAT,951,5303,0.179332453
2016,IOWA,IA,KOSSUTH,DONALD TRUMP,REPUBLICAN,5653,8607,0.656790984
2016,IOWA,IA,KOSSUTH,HILLARY CLINTON,DEMOCRAT,2543,8607,0.295457186
2020,IOWA,IA,KOSSUTH,DONALD J TRUMP,REPUBLICAN,2911,9090,0.320242024
2020,IOWA,IA,KOSSUTH,DONALD J TRUMP,REPUBLICAN,3377,9090,0.371507151
2020,IOWA,IA,KOSSUTH,JOSEPH R BIDEN JR,DEMOCRAT,585,9090,0.064356436
2020,IOWA,IA,KOSSUTH,JOSEPH R BIDEN JR,DEMOCRAT,2111,9090,0.232233223
2016,IOWA,IA,LEE,DONALD TRUMP,REPUBLICAN,8803,16151,0.545043651
2016,IOWA,IA,LEE,HILLARY CLINTON,DEMOCRAT,6215,16151,0.384805894
2020,IOWA,IA,LEE,DONALD J TRUMP,REPUBLICAN,4547,16734,0.271722242
2020,IOWA,IA,LEE,DONALD J TRUMP,REPUBLICAN,5261,16734,0.314389865
2020,IOWA,IA,LEE,JOSEPH R BIDEN JR,DEMOCRAT,1435,16734,0.085753556
2020,IOWA,IA,LEE,JOSEPH R BIDEN JR,DEMOCRAT,5106,16734,0.305127286
2016,IOWA,IA,LINN,DONALD TRUMP,REPUBLICAN,48390,117098,0.413243608
2016,IOWA,IA,LINN,HILLARY CLINTON,DEMOCRAT,58935,117098,0.503296384
2020,IOWA,IA,LINN,DONALD J TRUMP,REPUBLICAN,24996,127458,0.19611166
2020,IOWA,IA,LINN,DONALD J TRUMP,REPUBLICAN,28748,127458,0.225548808
2020,IOWA,IA,LINN,JOSEPH R BIDEN JR,DEMOCRAT,15404,127458,0.120855497
2020,IOWA,IA,LINN,JOSEPH R BIDEN JR,DEMOCRAT,55470,127458,0.435202184
2016,IOWA,IA,LOUISA,DONALD TRUMP,REPUBLICAN,3069,5008,0.612819489
2016,IOWA,IA,LOUISA,HILLARY CLINTON,DEMOCRAT,1648,5008,0.329073482
2020,IOWA,IA,LOUISA,DONALD J TRUMP,REPUBLICAN,1532,5332,0.28732183
2020,IOWA,IA,LOUISA,DONALD J TRUMP,REPUBLICAN,1974,5332,0.370217554
2020,IOWA,IA,LOUISA,JOSEPH R BIDEN JR,DEMOCRAT,543,5332,0.101837959
2020,IOWA,IA,LOUISA,JOSEPH R BIDEN JR,DEMOCRAT,1183,5332,0.221867967
2016,IOWA,IA,LUCAS,DONALD TRUMP,REPUBLICAN,2877,4354,0.660771704
2016,IOWA,IA,LUCAS,HILLARY CLINTON,DEMOCRAT,1239,4354,0.284565916
2020,IOWA,IA,LUCAS,DONALD J TRUMP,REPUBLICAN,1622,4630,0.350323974
2020,IOWA,IA,LUCAS,DONALD J TRUMP,REPUBLICAN,1673,4630,0.361339093
2020,IOWA,IA,LUCAS,JOSEPH R BIDEN JR,DEMOCRAT,329,4630,0.071058315
2020,IOWA,IA,LUCAS,JOSEPH R BIDEN JR,DEMOCRAT,955,4630,0.206263499
2016,IOWA,IA,LYON,DONALD TRUMP,REPUBLICAN,5192,6377,0.814175945
2016,IOWA,IA,LYON,HILLARY CLINTON,DEMOCRAT,920,6377,0.144268465
2020,IOWA,IA,LYON,DONALD J TRUMP,REPUBLICAN,2547,6863,0.371120501
2020,IOWA,IA,LYON,DONALD J TRUMP,REPUBLICAN,3171,6863,0.462042838
2020,IOWA,IA,LYON,JOSEPH R BIDEN JR,DEMOCRAT,311,6863,0.04531546
2020,IOWA,IA,LYON,JOSEPH R BIDEN JR,DEMOCRAT,756,6863,0.110155908
2016,IOWA,IA,MADISON,DONALD TRUMP,REPUBLICAN,5360,8636,0.620657712
2016,IOWA,IA,MADISON,HILLARY CLINTON,DEMOCRAT,2678,8636,0.310097267
2020,IOWA,IA,MADISON,DONALD J TRUMP,REPUBLICAN,2935,9824,0.298758143
2020,IOWA,IA,MADISON,DONALD J TRUMP,REPUBLICAN,3590,9824,0.365431596
2020,IOWA,IA,MADISON,JOSEPH R BIDEN JR,DEMOCRAT,788,9824,0.080211726
2020,IOWA,IA,MADISON,JOSEPH R BIDEN JR,DEMOCRAT,2346,9824,0.238802932
2016,IOWA,IA,MAHASKA,DONALD TRUMP,REPUBLICAN,7432,10632,0.699021821
2016,IOWA,IA,MAHASKA,HILLARY CLINTON,DEMOCRAT,2619,10632,0.246331828
2020,IOWA,IA,MAHASKA,DONALD J TRUMP,REPUBLICAN,3834,11404,0.336197825
2020,IOWA,IA,MAHASKA,DONALD J TRUMP,REPUBLICAN,4486,11404,0.393370747
2020,IOWA,IA,MAHASKA,JOSEPH R BIDEN JR,DEMOCRAT,611,11404,0.053577692
2020,IOWA,IA,MAHASKA,JOSEPH R BIDEN JR,DEMOCRAT,2283,11404,0.200192915
2016,IOWA,IA,MARION,DONALD TRUMP,REPUBLICAN,10962,17816,0.615289627
2016,IOWA,IA,MARION,HILLARY CLINTON,DEMOCRAT,5482,17816,0.307700943
2020,IOWA,IA,MARION,DONALD J TRUMP,REPUBLICAN,5576,19232,0.289933444
2020,IOWA,IA,MARION,DONALD J TRUMP,REPUBLICAN,7146,19232,0.37156822
2020,IOWA,IA,MARION,JOSEPH R BIDEN JR,DEMOCRAT,1700,19232,0.088394343
2020,IOWA,IA,MARION,JOSEPH R BIDEN JR,DEMOCRAT,4478,19232,0.232841098
2016,IOWA,IA,MARSHALL,DONALD TRUMP,REPUBLICAN,9146,17980,0.508676307
2016,IOWA,IA,MARSHALL,HILLARY CLINTON,DEMOCRAT,7652,17980,0.425583982
2020,IOWA,IA,MARSHALL,DONALD J TRUMP,REPUBLICAN,4559,18136,0.251378474
2020,IOWA,IA,MARSHALL,DONALD J TRUMP,REPUBLICAN,5051,18136,0.278506837
2020,IOWA,IA,MARSHALL,JOSEPH R BIDEN JR,DEMOCRAT,1969,18136,0.108568593
2020,IOWA,IA,MARSHALL,JOSEPH R BIDEN JR,DEMOCRAT,6207,18136,0.342247464
2016,IOWA,IA,MILLS,DONALD TRUMP,REPUBLICAN,5067,7698,0.658222915
2016,IOWA,IA,MILLS,HILLARY CLINTON,DEMOCRAT,2090,7698,0.271499091
2020,IOWA,IA,MILLS,DONALD J TRUMP,REPUBLICAN,2456,8268,0.297048863
2020,IOWA,IA,MILLS,DONALD J TRUMP,REPUBLICAN,3160,8268,0.38219642
2020,IOWA,IA,MILLS,JOSEPH R BIDEN JR,DEMOCRAT,632,8268,0.076439284
2020,IOWA,IA,MILLS,JOSEPH R BIDEN JR,DEMOCRAT,1876,8268,0.226898887
2016,IOWA,IA,MITCHELL,DONALD TRUMP,REPUBLICAN,3190,5417,0.588886838
2016,IOWA,IA,MITCHELL,HILLARY CLINTON,DEMOCRAT,1888,5417,0.348532398
2020,IOWA,IA,MITCHELL,DONALD J TRUMP,REPUBLICAN,1820,5822,0.312607351
2020,IOWA,IA,MITCHELL,DONALD J TRUMP,REPUBLICAN,1864,5822,0.320164892
2020,IOWA,IA,MITCHELL,JOSEPH R BIDEN JR,DEMOCRAT,450,5822,0.077293026
2020,IOWA,IA,MITCHELL,JOSEPH R BIDEN JR,DEMOCRAT,1603,5822,0.275334936
2016,IOWA,IA,MONONA,DONALD TRUMP,REPUBLICAN,3120,4572,0.682414698
2016,IOWA,IA,MONONA,HILLARY CLINTON,DEMOCRAT,1247,4572,0.272747157
2020,IOWA,IA,MONONA,DONALD J TRUMP,REPUBLICAN,1239,4728,0.262055838
